location;total_cases_per_million;new_cases_per_million;new_cases_smoothed_per_million;new_deaths_per_million;reproduction_rate;new_tests_per_thousand;positive_rate
Uruguay;887,231;10,939;13,283;0.288;1.21;0.776;0.015
Uruguay;899,322;12,091;13,037;0.0;1.21;0.885;0.015
Uruguay;906,519;7,197;12,255;0.288;1.21;0.962;0.014
Uruguay;911,125;4,606;12.05;0.288;1.21;0.349;0.014
Uruguay;920,049;8,924;11,515;0.288;1.22;0.763;0.014
Uruguay;934,155;14,106;10,857;0.0;1.22;0.887;0.013
Uruguay;952,579;18,424;10,898;0.0;1.23;0.942;0.014
Uruguay;970.14;17.56;11,844;0.0;1.23;0.876;0.015
Uruguay;990,579;20,439;13,037;0.0;1.24;0.845;0.016
Uruguay;1,011,594;21,015;15,011;0.288;1.24;1,217;0.018
Uruguay;1,024,836;13,242;16,244;0.0;1.24;0.862;0.018
Uruguay;1,042,108;17,273;17,437;0.0;1.24;0.946;0.019
Uruguay;1,065,138;23.03;18,712;0.288;1.25;1.25;0.019
Uruguay;1,092,487;27,348;19,987;0.0;1.25;1,095;0.02
Uruguay;1117.82;25,333;21,097;0.288;1.25;0.916;0.021
Uruguay;1,139,122;21,303;21,221;0.0;1.25;1,336;0.019
Uruguay;1,160,137;21,015;21,221;0.288;1.25;1,102;0.02
Uruguay;1181.44;21,303;22,372;0.576;1.25;0.808;0.021
Uruguay;1,211,379;29,939;24,182;0.288;1.26;1,178;0.022
Uruguay;1,236,712;25,333;24,511;0.0;1.26;1,464;0.022
Uruguay;1260.03;23,318;23,935;0.288;1.26;1,023;0.021
Uruguay;1,288,817;28,788;24,428;0.0;1.26;1,364;0.021
Uruguay;1,313,863;25,045;24,963;0.0;1.26;;0.021
Uruguay;1,352,726;38,863;27,513;0.576;1.27;;0.023
Uruguay;1371.15;18,424;27,101;0.0;1.27;0.613;0.023
Uruguay;1,401,952;30,803;27,225;0.288;1.27;1.44;0.023
Uruguay;1,435,922;33,969;28,459;0.288;1.28;1,659;0.023
Uruguay;1,473,058;37,136;30,433;0.288;1.28;1,103;0.025
Uruguay;1,526,602;53,545;33,969;0.0;1.28;1,246;0.028
Uruguay;1586.48;59,878;38,945;0.288;1.29;1,126;0.032
Uruguay;1,645,495;59,014;41,824;0.288;1.29;1,689;0.033
Uruguay;1,686,085;40.59;44,991;0.288;1.29;1,065;0.034
Uruguay;1734.16;48,075;47,458;0.288;1.29;1,042;0.037
Uruguay;1,792,023;57,863;50,872;0.576;1.29;1,516;0.041
Uruguay;1,858,235;66,211;55,025;0.0;1.29;1,612;0.041
Uruguay;1,937,688;79,454;58,727;0.0;1.29;2,151;0.04
Uruguay;2,005,051;67,363;59,796;0.288;1.29;1,428;0.04
Uruguay;2,102,353;97,302;65,265;0.288;1.29;2,119;0.042
Uruguay;2,160,504;58,151;67,774;0.288;1.29;1,185;0.043
Uruguay;2,247,154;86.65;73,285;0.864;1.29;1,618;0.044
Uruguay;2,332,941;85,787;77,274;0.288;1.29;1,829;0.045
Uruguay;2,443,197;110,256;83,566;0.864;1.29;1,838;0.048
Uruguay;2,547,408;104,211;87,103;0.0;1.29;1.74;0.052
Uruguay;2,642,695;95,287;91,092;0.288;1.29;1.92;0.052
Uruguay;2,794,693;151,998;98,906;0.288;1.28;1,917;0.057
Uruguay;2,887,101;92,408;103.8;0.864;1.28;;0.058
Uruguay;2,999,084;111,983;107,419;0.864;1.28;;0.06
Uruguay;3,135,825;136,741;114,698;1,152;1.28;2,133;0.063
Uruguay;3,292,141;156,316;121,278;0.864;1.28;2,503;0.063
Uruguay;3,440,109;147,968;127,529;1,152;1.27;2,066;0.065
Uruguay;3,614,849;174.74;138,879;1,439;1.27;2,375;0.068
Uruguay;3,756,196;141,347;137,358;1,439;1.27;1,886;0.068
Uruguay;3,879,695;123,498;141,799;0.0;1.26;1,713;0.07
Uruguay;4,030,541;150,847;147,351;0.288;1.26;2,123;0.07
Uruguay;4,234,645;204,104;156,974;2,303;1.26;3,136;0.07
Uruguay;4,449,688;215,043;165,364;2,015;1.26;3,842;0.068
Uruguay;4,562,247;112,559;160,305;2,303;1.25;1,789;0.067
Uruguay;4,668,761;106,514;150,559;1,152;1.25;0.965;0.068
Uruguay;4,815,577;146,816;151.34;3,167;1.25;2,013;0.068
Uruguay;4,981,969;166,392;157,468;0.576;1.25;1,561;0.071
Uruguay;5,170,815;188,846;162,896;2,303;1.25;2,055;0.074
Uruguay;5,319,934;149,119;155,041;1,727;1.25;2,133;0.076
Uruguay;5,503,887;183,952;150.6;2,015;1.25;1,952;0.085
Uruguay;5686.4;182,513;160,593;3,455;1.25;1,336;0.094
Uruguay;5,836,671;150,271;166,844;2,303;1.24;1,144;0.096
Uruguay;5,994,426;157,756;168,407;0.864;1.25;1,569;0.1
Uruguay;6,168,015;173,589;169,435;2,015;1.25;;0.098
Uruguay;6,363,194;195,179;170.34;1,727;1.25;;0.101
Uruguay;6,634,949;271,754;187,859;1,152;1.25;1,881;0.113
Uruguay;6,853,446;218,497;192,794;2,879;1.25;1,736;0.119
Uruguay;7,006,596;153.15;188,599;2,591;1.25;2,077;0.109
Uruguay;7,189,396;182,801;193,247;2,303;1.25;;0.103
Uruguay;7,538,301;348,905;220,554;2,303;1.25;;0.113
Uruguay;7,744,132;205,831;225.16;1,727;1.25;1.42;0.119
Uruguay;8,016,174;272,042;236.14;2,015;1.25;2,253;0.121
Uruguay;8,197,248;181,074;223,186;1,727;1.25;2,126;0.113
Uruguay;8,633,091;435,843;254,235;1,439;1.25;2,199;0.124
Uruguay;8,908,587;275,497;271,713;3,167;1.25;2,531;0.129
Uruguay;9,116,721;208,134;275,332;2,015;;2,455;0.127
Uruguay;9,320,825;204,104;254,646;3,742;;1,798;0.121
Uruguay;9,460,444;139,619;245,187;2,303;;;0.115
Uruguay;9,628,275;167,831;230.3;3,167;;;0.113
Uruguay;9,872,394;244,118;239,307;1,727;;2,259;0.117
Uruguay;10073.33;200,937;205,749;3,167;;2.11;0.101
Uruguay;10,412,447;339,117;214,837;4,894;;2,744;0.104
Uruguay;10,641,884;229,437;217.88;0.864;;1,875;0.11
Uruguay;10,833,609;191,725;216,112;2,591;;1,818;0.109
Uruguay;10,951,062;117,453;212,945;4.03;;;
Venezuela;0.07;0.07;;;;;
Venezuela;0.352;0.281;;;;;
Venezuela;0.598;0.246;;;;;
Venezuela;1,161;0.563;;;;;
Venezuela;1,266;0.106;;;;;
Venezuela;1,477;0.211;0.211;;;;
Venezuela;1,477;0.0;0.211;;;;
Venezuela;2,462;0.985;0.342;;;;
Venezuela;2,462;0.0;0.301;;;;
Venezuela;2,708;0.246;0.301;;;;
Venezuela;2,954;0.246;0.256;;;;
Venezuela;3.2;0.246;0.276;;;;
Venezuela;3,763;0.563;0.327;;;;
Venezuela;3,763;0.0;0.327;0.035;0.57;;
Venezuela;4,185;0.422;0.246;0.035;0.58;;
Venezuela;4,185;0.0;0.246;0.0;0.58;;
Venezuela;4,748;0.563;0.291;0.035;0.6;;
Venezuela;4,748;0.0;0.256;0.0;0.59;;
Venezuela;5,029;0.281;0.261;0.0;0.6;;
Venezuela;5,134;0.106;0.196;0.07;0.61;;
Venezuela;5,381;0.246;0.231;0.07;0.62;;
Venezuela;5,451;0.07;0.181;0.0;0.62;;
Venezuela;5,592;0.141;0.201;0.0;0.64;;
Venezuela;5,803;0.211;0.151;0.0;0.66;;
Venezuela;5,803;0.0;0.151;0.0;0.67;;
Venezuela;5,873;0.07;0.121;0.07;0.7;;
Venezuela;6,014;0.141;0.126;0.0;0.74;;
Venezuela;6,014;0.0;0.09;0.0;0.78;;
Venezuela;6,154;0.141;0.1;0.0;0.84;;
Venezuela;6,365;0.211;0.111;0.0;0.9;;
Venezuela;6,647;0.281;0.121;0.0;0.95;;
Venezuela;6,647;0.0;0.121;0.0;0.98;;
Venezuela;6,928;0.281;0.151;0.0;1.03;;
Venezuela;7,174;0.246;0.166;0.0;1.06;;
Venezuela;7,174;0.0;0.166;0.0;1.08;;
Venezuela;7,983;0.809;0.261;0.0;1.14;;
Venezuela;9,003;1.02;0.377;0.0;1.19;;
Venezuela;9,003;0.0;0.337;0.0;1.16;;
Venezuela;10,023;1.02;0.482;0.035;1.17;;
Venezuela;10,128;0.106;0.457;0.0;1.11;;
Venezuela;10,937;0.809;0.538;0.0;1.08;;
Venezuela;11,183;0.246;0.573;0.0;1.02;;
Venezuela;11,359;0.176;0.482;0.0;0.96;;
Venezuela;11,429;0.07;0.347;0.0;0.93;;
Venezuela;11.57;0.141;0.367;0.0;0.91;;
Venezuela;11.57;0.0;0.221;0.0;0.91;;
Venezuela;11.64;0.07;0.216;0.0;0.93;;
Venezuela;11,711;0.07;0.111;0.211;0.97;;
Venezuela;11,781;0.07;0.085;-0.211;1.03;;
Venezuela;12,133;0.352;0.111;0.0;1.11;;
Venezuela;12,555;0.422;0.161;0.0;1.16;;
Venezuela;12,555;0.0;0.141;0.0;1.18;;
Venezuela;12,695;0.141;0.161;0.0;1.25;;
Venezuela;13,328;0.633;0.241;0.0;1.33;;
Venezuela;13,399;0.07;0.241;0.0;1.35;;
Venezuela;13,645;0.246;0.266;0.0;1.41;;
Venezuela;14,137;0.492;0.286;0.0;1.47;;
Venezuela;14,559;0.422;0.286;0.0;1.52;;
Venezuela;14.84;0.281;0.327;0.0;1.56;;
Venezuela;14,876;0.035;0.311;0.0;1.62;;
Venezuela;14,876;0.0;0.221;0.0;1.73;;
Venezuela;16,001;1,125;0.372;0.0;1.9;;
Venezuela;16,142;0.141;0.357;0.0;1.97;;
Venezuela;17,724;1,583;0.512;0.0;2.09;;
Venezuela;19,025;1,301;0.638;0.0;2.12;;
Venezuela;21,733;2,708;0.985;0.0;2.15;;
Venezuela;26.34;4,607;1,638;0.0;2.11;;
Venezuela;28,977;2,638;2,015;0.0;1.99;;
Venezuela;31,017;2.04;2,145;0.0;1.87;;
Venezuela;33,197;2.18;2,437;0.0;1.78;;
Venezuela;35,518;2,321;2,542;0.0;1.7;;
Venezuela;39,422;3,904;2,914;0.0;1.64;;
Venezuela;41,391;1,969;2,808;0.0;1.55;;
Venezuela;42,587;1,196;2,321;0.035;1.49;;
Venezuela;43,783;1,196;2,115;0.0;1.46;;
Venezuela;46,596;2,813;2,226;0.0;1.45;;
Venezuela;48,178;1,583;2.14;0.106;1.43;;
Venezuela;51,308;3.13;2,256;0.0;1.44;;
Venezuela;53,102;1,794;1,954;0.0;1.44;;
Venezuela;58,447;5,345;2,437;0.106;1.46;;
Venezuela;63,968;5,521;3,054;0.035;1.45;;
Venezuela;68,646;4,677;3,552;0.07;1.41;;
Venezuela;73,393;4,748;3,828;0.0;1.36;;
Venezuela;75,433;2.04;3,893;0.0;1.32;;
Venezuela;81,446;6,014;4,305;0.07;1.3;;
Venezuela;83,591;2,145;4,356;0.0;1.25;;
Venezuela;86,967;3,376;4,074;0.0;1.23;;
Venezuela;92,559;5,592;4,084;0.035;1.21;;
Venezuela;96,287;3,728;3,949;0.0;1.18;;
Venezuela;98,959;2,673;3,652;0.0;1.15;;
Venezuela;101,245;2,286;3,687;0.0;1.14;;
Venezuela;102,124;0.879;2,954;0.035;1.14;;
Venezuela;104,727;2,602;3,019;0.035;1.16;;
Venezuela;107,681;2,954;2,959;0.035;1.19;;
Venezuela;110,775;3,095;2,602;0.035;1.23;;
Venezuela;119,075;8,299;3,255;0.035;1.28;;
Venezuela;122,486;3,411;3,361;0.0;1.27;;
Venezuela;126,284;3,798;3,577;0.07;1.28;;
Venezuela;133,247;6,963;4,446;0.106;1.3;;
Venezuela;137,748;4,501;4,717;0.0;1.3;;
Venezuela;142,355;4,607;4,953;0.07;1.3;;
Venezuela;147,243;4,888;5.21;0.0;1.31;;
Venezuela;153,538;6,295;4,923;0.106;1.33;;
Venezuela;160,466;6,928;5,426;0.035;1.34;;
Venezuela;168,062;7,596;5,968;0.07;1.36;;
Venezuela;180,405;12,344;6,737;0.035;1.36;;
Venezuela;186,278;5,873;6,933;0.07;1.34;;
Venezuela;194,472;8,194;7,445;0.141;1.33;;
Venezuela;205,093;10.62;8,264;0.106;1.32;;
Venezuela;213,181;8,088;8.52;0.106;1.3;;
Venezuela;220,601;7.42;8,591;0.106;1.29;;
Venezuela;229,885;9,284;8,832;0.07;1.28;;
Venezuela;237,376;7,491;8,139;0.106;1.28;;
Venezuela;252,111;14,735;9,405;0.106;1.29;;
Venezuela;260,621;8.51;9.45;0.106;1.27;;
Venezuela;270,538;9,917;9,349;0.106;1.26;;
Venezuela;281,615;11,078;9,776;0.141;1.26;;
Venezuela;294,416;12,801;10,545;0.176;1.26;;
Venezuela;309,573;15,157;11,384;0.106;1.25;;
Venezuela;322,761;13,188;12,198;0.07;1.23;;
Venezuela;332,853;10,093;11,535;0.141;1.21;;
Venezuela;341,364;8.51;11,535;0.141;1.2;;
Venezuela;352,019;10,656;11.64;0.106;1.2;;
Venezuela;366,719;14.7;12,158;0.141;1.21;;
Venezuela;381.7;14,981;12,469;0.141;1.21;;
Venezuela;393,551;11,851;11,997;0.106;1.21;;
Venezuela;403.82;10,269;11.58;0.106;1.21;;
Venezuela;418,168;14,348;12,188;0.07;1.22;;
Venezuela;433,747;15,579;13,198;0.141;1.23;;
Venezuela;449.22;15,473;13,886;0.141;1.24;;
Venezuela;462,935;13,715;13,745;0.141;1.25;;
Venezuela;478,725;15.79;13,861;0.176;1.26;;
Venezuela;501,584;22,858;15,433;0.176;1.27;;
Venezuela;525,005;23,421;17,312;0.141;1.27;;
Venezuela;543,784;18,779;17,945;0.141;1.26;;
Venezuela;562,246;18,463;18,357;0.141;1.26;;
Venezuela;582,748;20,502;19,075;0.176;1.26;;
Venezuela;603,391;20,643;20,065;0.176;1.26;;
Venezuela;628,043;24,652;21,331;0.07;1.26;;
Venezuela;653,187;25,144;21,658;0.211;1.26;;
Venezuela;683,747;30.56;22,678;0.176;1.26;;
Venezuela;710.58;26,832;23,828;0.176;1.25;;
Venezuela;729,851;19,271;23,944;0.211;1.24;;
Venezuela;753,905;24,054;24,451;0.246;1.24;;
Venezuela;784,184;30,279;25,827;0.281;1.24;;
Venezuela;818,682;34,499;27,234;0.246;1.24;;
Venezuela;849.84;31,158;28,093;0.211;1.23;;
Venezuela;877,798;27,958;27,721;0.246;1.22;;
Venezuela;907,478;29,681;28,128;0.281;1.22;;
Venezuela;942,469;34,991;30,374;0.211;1.21;;
Venezuela;982,489;40.02;32,655;0.317;1.21;;
Venezuela;1,022,931;40,442;34,107;0.317;1.2;;
Venezuela;1,067,979;45,049;35,614;0.422;1.18;;
Venezuela;1,103,568;35,589;36,247;0.246;1.16;;
Venezuela;1,146,683;43,114;38,412;0.352;1.14;;
Venezuela;1,187,054;40,371;39,939;0.176;1.11;;
Venezuela;1,223,874;36.82;40,201;0.246;1.09;;
Venezuela;1,255,348;31,474;38.98;0.317;1.06;;
Venezuela;1,296,528;41.18;39,085;0.211;1.04;;
Venezuela;1321.11;24,582;36,161;0.281;1.01;;
Venezuela;1,344,038;22,929;34,353;0.211;1.0;;
Venezuela;1,369,991;25,953;31,901;0.211;0.99;;
Venezuela;1,391,338;21,346;29,183;0.211;0.99;;
Venezuela;1,418,557;27,219;27,812;0.281;1.0;;
Venezuela;1,447,394;28,837;27,435;0.211;1.01;;
Venezuela;1,475,773;28.38;25,606;0.281;1.02;;
Venezuela;1,508,584;32,811;26,782;0.246;1.03;;
Venezuela;1,543,082;34,499;28,435;0.281;1.05;;
Venezuela;1,580,605;37,523;30,088;0.317;1.05;;
Venezuela;1,613,029;32,424;31.67;0.211;1.05;;
Venezuela;1,643,272;30,243;32,102;0.176;1.06;;
Venezuela;1,679,424;36,151;33,147;0.176;1.06;;
Venezuela;1,719,057;39,633;34,755;0.246;1.07;;
Venezuela;1,754,013;34,956;35,061;0.141;1.07;;
Venezuela;1,792,555;38,543;35,639;0.352;1.06;;
Venezuela;1,834,474;41,919;36,267;0.281;1.06;;
Venezuela;1,874,002;39,527;37,282;0.281;1.05;;
Venezuela;1,911,313;37,312;38,292;0.281;1.04;;
Venezuela;1,953,971;42,657;39,221;0.281;1.04;;
Venezuela;1,995,749;41,778;39,527;0.281;1.02;;
Venezuela;2,033,448;37,699;39,919;0.281;1.01;;
Venezuela;2,062,988;29.54;38,633;0.281;0.99;;
Venezuela;2,096,994;34,006;37,503;0.317;0.98;;
Venezuela;2,128,996;32,002;36,428;0.281;0.97;;
Venezuela;2,165,182;36,187;36,267;0.317;0.97;;
Venezuela;2,203,373;38,191;35,629;0.281;0.96;;
Venezuela;2,230,135;26,762;33,484;0.317;0.95;;
Venezuela;2260.66;30,525;32,459;0.317;0.94;;
Venezuela;2,291,958;31,298;32.71;0.352;0.94;;
Venezuela;2,319,213;27,254;31,746;0.317;0.93;;
Venezuela;2,344,076;24,863;30,726;0.281;0.93;;
Venezuela;2,371,752;27,676;29.51;0.281;0.94;;
Venezuela;2407.27;35,518;29,128;0.317;0.95;;
Venezuela;2,441,945;34,674;30,258;0.352;0.95;;
Venezuela;2,475,951;34,006;30,756;0.246;0.94;;
Venezuela;2,506,441;30.49;30.64;0.352;0.94;;
Venezuela;2,529,897;23,456;30,098;0.317;0.93;;
Venezuela;2,556,307;26.41;30,319;0.211;0.93;;
Venezuela;2,585,742;29,435;30.57;0.281;0.93;;
Venezuela;2,615,106;29,364;29,691;0.246;0.93;;
Venezuela;2,641,797;26,692;28.55;0.246;0.92;;
Venezuela;2,673,694;31,896;28,249;0.246;0.92;;
Venezuela;2,701,511;27,817;27,867;0.281;0.92;;
Venezuela;2,730,558;29,048;28,666;0.211;0.91;;
Venezuela;2758.27;27,711;28,852;0.141;0.9;;
Venezuela;2,782,289;24,019;28,078;0.176;0.89;;
Venezuela;2,806,167;23,878;27,294;0.246;0.89;;
Venezuela;2,827,548;21,381;26,536;0.211;0.88;;
Venezuela;2,849,176;21,628;25,069;0.246;0.88;;
Venezuela;2,872,984;23,808;24,496;0.211;0.87;;
Venezuela;2,899,605;26,621;24.15;0.246;0.87;;
Venezuela;2,923,659;24,054;23,627;0.211;0.86;;
Venezuela;2,945,427;21,768;23,306;0.246;0.85;;
Venezuela;2,967,758;22,331;23,084;0.211;0.85;;
Venezuela;2989.35;21,592;23,115;0.141;0.84;;
Venezuela;3,005,668;16,317;22,356;0.211;0.82;;
Venezuela;3,015,831;10,163;20,407;0.176;0.82;;
Venezuela;3,034,505;18,674;19,271;0.211;0.82;;
Venezuela;3,046,707;12,203;17,578;0.176;0.82;;
Venezuela;3,046,707;0.0;14,469;0.0;0.83;;
Venezuela;3,082,156;35,448;16,342;0.387;0.86;;
Venezuela;3,095,906;13.75;15,222;0.211;0.85;;
Venezuela;3,109,304;13,399;14,805;0.211;0.85;;
Venezuela;3,119,925;10.62;14,871;0.176;0.85;;
Venezuela;3,134,835;14,911;14,333;0.211;0.86;;
Venezuela;3,149,711;14,876;14,715;0.106;0.87;;
Venezuela;3,166,661;16.95;17,136;0.141;0.87;;
Venezuela;3,179,075;12,414;13,846;0.106;0.88;;
Venezuela;3,195,815;16,739;14,273;0.141;0.88;;
Venezuela;3,210,022;14,207;14,388;0.176;0.88;;
Venezuela;3,220,888;10,867;14,423;0.141;0.88;;
Venezuela;3,235,799;14,911;14,423;0.176;0.89;;
Venezuela;3,246,771;10,972;13,866;0.106;0.89;;
Venezuela;3,260,135;13,363;13,353;0.176;0.9;;
Venezuela;3,274,025;13,891;13,564;0.141;0.91;;
Venezuela;3,287,389;13,363;13,082;0.141;0.91;;
Venezuela;3,302,897;15,509;13,268;0.176;0.91;;
Venezuela;3,316,401;13,504;13,645;0.07;0.91;;
Venezuela;3,330,222;13,821;13,489;0.106;0.9;;
Venezuela;3,336,728;6,506;12,851;0.07;0.9;;
Venezuela;3,346,082;9,354;12,278;0.141;0.91;;
Venezuela;3,356,491;10,409;11,781;0.141;0.92;;
Venezuela;3,367,217;10,726;11,404;0.141;0.94;;
Venezuela;3,380,932;13,715;11,148;0.106;0.95;;
Venezuela;3,391,518;10,585;10,731;0.106;0.97;;
Venezuela;3408.82;17,302;11,228;0.141;0.98;;
Venezuela;3,423,554;14,735;12,404;0.106;0.98;;
Venezuela;3,437,164;13.61;13,012;0.141;0.98;;
Venezuela;3,448,101;10,937;13,087;0.106;0.97;;
Venezuela;3,458,651;10.55;13,062;0.07;0.97;;
Venezuela;3,469,728;11,078;12,685;0.106;0.97;;
Venezuela;3,482,107;12,379;12,941;0.106;0.98;;
Venezuela;3,496,807;14.7;12.57;0.106;0.99;;
Venezuela;3,510,874;14,067;12,474;0.07;0.98;;
Venezuela;3,521,705;10,831;12,077;0.07;0.98;;
Venezuela;3,534,189;12,484;12,298;0.106;0.98;;
Venezuela;3,545,407;11,218;12,394;0.141;0.98;;
Venezuela;3,559,404;13,996;12,811;0.141;0.98;;
Venezuela;3570.27;10,867;12,595;0.141;0.98;;
Venezuela;3578.57;8,299;11.68;0.141;0.98;;
Venezuela;3,588,416;9,847;11,078;0.07;0.99;;
Venezuela;3,600,865;12,449;11,309;0.106;1.0;;
Venezuela;3,608,848;7,983;10,666;0.141;1.01;;
Venezuela;3,624,533;15,684;11,304;0.141;1.03;;
Venezuela;3,641,448;16,915;11,721;0.141;1.04;;
Venezuela;3,653,018;11.57;11,821;0.141;1.04;;
Venezuela;3,663,568;10.55;12,143;0.106;1.04;;
Venezuela;3,672,887;9,319;12,067;0.106;1.05;;
Venezuela;3,689,134;16,247;12.61;0.176;1.06;;
Venezuela;3,706,014;16.88;13,881;0.141;1.07;;
Venezuela;3,722,472;16,458;13,991;0.176;1.07;;
Venezuela;3,737,523;15,051;13,725;0.176;1.06;;
Venezuela;3,752,821;15,298;14,258;0.211;1.05;;
Venezuela;3,769,068;16,247;15,071;0.176;1.04;;
Venezuela;3,790,484;21,417;16.8;0.176;1.03;;
Venezuela;3,802,406;11,922;16,182;0.211;1.0;;
Venezuela;3814.89;12,484;15,554;0.176;0.98;;
Venezuela;3,823,225;8,335;14,393;0.176;0.96;;
Venezuela;3,836,025;12,801;14,072;0.176;0.96;;
Venezuela;3,847,068;11,042;13,464;0.141;0.95;;
Venezuela;3,860,642;13,574;13,082;0.176;0.95;;
Venezuela;3,870,981;10,339;11.5;0.141;0.94;;
Venezuela;3,886,384;15,403;11,997;0.176;0.94;;
Venezuela;3,897,462;11,078;11,796;0.141;0.93;;
Venezuela;3,904,354;6,893;11.59;0.176;0.93;;
Venezuela;3,912,126;7,772;10,872;0.141;0.93;;
Venezuela;3,924,716;12.59;11,093;0.141;0.94;;
Venezuela;3,936,954;12,238;10,902;0.106;0.95;;
Venezuela;3949.79;12,836;11,258;0.035;0.96;;
Venezuela;3,961,043;11,253;10,666;0.141;0.95;;
Venezuela;3,968,956;7,913;10,213;0.106;0.95;;
Venezuela;3,978,099;9,143;10,535;0.141;0.96;;
Venezuela;3,993,467;15,368;11.62;0.106;0.97;;
Venezuela;4,004,931;11,464;11,459;0.07;0.97;;
Venezuela;4011.93;6,998;10,711;0.07;0.97;;
Venezuela;4,017,099;5.17;9,616;0.07;0.98;;
Venezuela;4,023,324;6,225;8,897;0.141;1.0;;
Venezuela;4,032,291;8,968;9,048;0.141;1.03;;
Venezuela;4,040,942;8,651;8,978;0.176;1.07;;
Venezuela;4,055,501;14,559;8,862;0.176;1.11;;
Venezuela;4,067,634;12,133;8,957;0.141;1.13;;
Venezuela;4,085,393;17,759;10,495;0.176;1.16;;
Venezuela;4,100,796;15,403;11,957;0.0;1.17;;
Venezuela;4,113,913;13,117;12,941;0.422;1.17;;
Venezuela;4,125,026;11,113;13,248;0.176;1.18;;
Venezuela;4,143,031;18,005;14,584;0.211;1.2;;
Venezuela;4,164,272;21,241;15,539;0.211;1.21;;
Venezuela;4179.78;15,509;16,021;0.176;1.2;;
Venezuela;4,195,606;15,825;15,745;0.211;;;
Venezuela;4,213,083;17,478;16,041;0.176;;;
Venezuela;4,235,625;22,542;17,387;0.211;;;
Venezuela;4,259,293;23,667;19,181;0.141;;;
Venezuela;4,279,478;20,186;19,492;0.211;;;
Venezuela;4,299,488;20.01;19,317;0.246;;;
Venezuela;4,318,302;18,814;19,789;0.246;;;
Venezuela;4,334,127;15,825;19,789;0.211;;;
Venezuela;4,350,445;16,317;19,623;0.211;;;
Venezuela;4,364,617;14,172;18,427;0.211;;;
